,Time Stamp,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9,Sensor 10
0,2023-08-02 16:00:01.441677,"(6.150000095367432, 41.400001525878906, 68.48600006103516)","(22.350000381469727, 69.60000610351562, 89.2979965209961)","(9.90000057220459, 36.75, 72.5999984741211)","(29.100000381469727, 49.650001525878906, 81.06999969482422)","(15.750000953674316, 43.650001525878906, 88.5719985961914)","(30.600000381469727, 32.400001525878906, 88.33000183105469)","(-37.20000076293945, -48.150001525878906, 4.5980000495910645)","(3.1500000953674316, 4.800000190734863, 68.00199890136719)","(-48.900001525878906, 5.400000095367432, 39.44599914550781)","(-41.25, 77.70000457763672, 23.4739990234375)"
1,2023-08-02 16:00:01.501564,"(5.850000381469727, 41.70000076293945, 68.97000122070312)","(21.0, 69.1500015258789, 90.26599884033203)","(10.350000381469727, 37.80000305175781, 72.11599731445312)","(29.100000381469727, 49.95000076293945, 79.61799621582031)","(16.05000114440918, 42.900001525878906, 89.78199768066406)","(30.750001907348633, 33.45000076293945, 90.75)","(-36.900001525878906, -47.55000305175781, 4.840000152587891)","(4.200000286102295, 4.200000286102295, 67.51799774169922)","(-48.30000305175781, 5.550000190734863, 39.20399856567383)","(-40.95000076293945, 77.25, 23.715999603271484)"
2,2023-08-02 16:00:01.561955,"(6.150000095367432, 41.10000228881836, 69.21199798583984)","(21.150001525878906, 69.60000610351562, 89.78199768066406)","(10.65000057220459, 37.80000305175781, 73.08399963378906)","(28.650001525878906, 49.95000076293945, 81.06999969482422)","(15.600000381469727, 43.80000305175781, 88.5719985961914)","(31.80000114440918, 34.35000228881836, 89.54000091552734)","(-37.80000305175781, -47.85000228881836, 4.5980000495910645)","(3.0, 4.650000095367432, 66.55000305175781)","(-48.750003814697266, 5.25, 39.20399856567383)","(-40.35000228881836, 77.10000610351562, 23.95800018310547)"
3,2023-08-02 16:00:01.651634,"(5.850000381469727, 41.55000305175781, 68.24400329589844)","(21.30000114440918, 69.0, 89.2979965209961)","(10.050000190734863, 36.60000228881836, 73.08399963378906)","(29.100000381469727, 50.250003814697266, 81.31199645996094)","(15.90000057220459, 43.05000305175781, 89.54000091552734)","(30.450000762939453, 35.10000228881836, 90.99199676513672)","(-37.35000228881836, -48.45000076293945, 4.5980000495910645)","(3.750000238418579, 4.050000190734863, 67.51799774169922)","(-48.900001525878906, 6.300000190734863, 37.5099983215332)","(-41.10000228881836, 77.25, 23.715999603271484)"
4,2023-08-02 16:00:01.681689,"(5.850000381469727, 40.95000076293945, 68.24400329589844)","(21.75, 68.70000457763672, 90.50800323486328)","(10.200000762939453, 37.650001525878906, 71.63199615478516)","(29.250001907348633, 49.80000305175781, 80.10199737548828)","(15.300000190734863, 44.10000228881836, 88.08799743652344)","(32.10000228881836, 34.95000076293945, 90.99199676513672)","(-37.05000305175781, -47.85000228881836, 4.5980000495910645)","(4.350000381469727, 4.950000286102295, 66.30799865722656)","(-49.650001525878906, 5.700000286102295, 36.784000396728516)","(-40.650001525878906, 77.85000610351562, 22.989999771118164)"
5,2023-08-02 16:00:01.741529,"(5.850000381469727, 41.25, 67.76000213623047)","(21.600000381469727, 70.05000305175781, 88.81400299072266)","(9.90000057220459, 37.35000228881836, 71.63199615478516)","(29.55000114440918, 50.70000076293945, 80.10199737548828)","(16.650001525878906, 43.5, 88.5719985961914)","(29.850000381469727, 31.650001525878906, 89.78199768066406)","(-37.5, -47.70000076293945, 4.355999946594238)","(2.8500001430511475, 4.650000095367432, 66.79199981689453)","(-49.05000305175781, 5.100000381469727, 37.99399948120117)","(-40.650001525878906, 77.25, 22.506000518798828)"
6,2023-08-02 16:00:01.829440,"(6.150000095367432, 41.400001525878906, 67.2760009765625)","(21.30000114440918, 69.1500015258789, 90.02400207519531)","(9.90000057220459, 36.75, 70.4219970703125)","(27.900001525878906, 49.650001525878906, 80.10199737548828)","(15.750000953674316, 43.95000076293945, 87.60399627685547)","(30.900001525878906, 34.80000305175781, 92.20199584960938)","(-37.95000076293945, -47.55000305175781, 4.113999843597412)","(3.3000001907348633, 4.650000095367432, 66.06600189208984)","(-50.10000228881836, 5.700000286102295, 36.29999923706055)","(-41.25, 77.4000015258789, 22.263999938964844)"
7,2023-08-02 16:00:01.862101,"(5.100000381469727, 41.70000076293945, 65.8239974975586)","(20.100000381469727, 69.60000610351562, 87.60399627685547)","(10.050000190734863, 38.10000228881836, 69.93799591064453)","(28.650001525878906, 49.80000305175781, 78.40799713134766)","(14.550000190734863, 44.25, 86.87799835205078)","(28.80000114440918, 33.45000076293945, 91.95999908447266)","(-38.25, -48.0, 4.113999843597412)","(2.8500001430511475, 4.050000190734863, 65.33999633789062)","(-50.250003814697266, 6.0, 34.847999572753906)","(-42.150001525878906, 77.85000610351562, 21.053998947143555)"
8,2023-08-02 16:00:01.921264,"(4.650000095367432, 41.85000228881836, 66.55000305175781)","(21.150001525878906, 69.60000610351562, 87.36199951171875)","(9.450000762939453, 37.95000076293945, 70.4219970703125)","(28.80000114440918, 50.400001525878906, 78.89199829101562)","(14.250000953674316, 43.80000305175781, 88.08799743652344)","(31.350000381469727, 35.10000228881836, 89.78199768066406)","(-38.85000228881836, -48.30000305175781, 3.629999876022339)","(2.5500001907348633, 4.050000190734863, 65.33999633789062)","(-51.000003814697266, 5.25, 33.63800048828125)","(-42.0, 78.0, 20.56999969482422)"
9,2023-08-02 16:00:01.982102,"(5.100000381469727, 41.55000305175781, 65.33999633789062)","(20.100000381469727, 69.1500015258789, 87.36199951171875)","(9.75, 38.10000228881836, 69.21199798583984)","(28.500001907348633, 50.70000076293945, 79.3759994506836)","(15.300000190734863, 44.25, 86.87799835205078)","(29.400001525878906, 35.10000228881836, 91.71800231933594)","(-38.85000228881836, -47.85000228881836, 3.1459999084472656)","(3.750000238418579, 4.5, 65.58200073242188)","(-50.55000305175781, 5.700000286102295, 34.60599899291992)","(-42.30000305175781, 78.30000305175781, 18.875999450683594)"
