,Time Stamp,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9,Sensor 10
0,2023-08-02 16:07:26.070546,"(3.750000238418579, 42.45000076293945, 62.194000244140625)","(20.25, 69.45000457763672, 84.21599578857422)","(9.15000057220459, 38.400001525878906, 66.55000305175781)","(28.05000114440918, 51.30000305175781, 76.71399688720703)","(13.200000762939453, 45.0, 83.9739990234375)","(31.500001907348633, 35.85000228881836, 84.94200134277344)","(-40.35000228881836, -47.25, 1.2100000381469727)","(0.6000000238418579, 5.550000190734863, 60.98400115966797)","(-53.10000228881836, 6.750000476837158, 30.25)","(-45.0, 77.85000610351562, 15.729999542236328)"
1,2023-08-02 16:07:26.130259,"(3.6000001430511475, 42.60000228881836, 61.709999084472656)","(20.700000762939453, 69.9000015258789, 84.94200134277344)","(9.15000057220459, 38.400001525878906, 66.06600189208984)","(28.05000114440918, 51.45000076293945, 75.50399780273438)","(14.250000953674316, 44.85000228881836, 83.9739990234375)","(28.350000381469727, 34.650001525878906, 87.60399627685547)","(-39.900001525878906, -48.0, 1.4520000219345093)","(1.2000000476837158, 4.350000381469727, 61.22599792480469)","(-52.35000228881836, 6.0, 30.007999420166016)","(-43.35000228881836, 77.55000305175781, 14.76200008392334)"
2,2023-08-02 16:07:26.215809,"(3.750000238418579, 42.30000305175781, 61.46799850463867)","(20.25, 69.30000305175781, 84.94200134277344)","(9.450000762939453, 37.95000076293945, 65.33999633789062)","(27.750001907348633, 51.000003814697266, 76.47200012207031)","(14.250000953674316, 45.0, 83.24800109863281)","(28.05000114440918, 36.0, 82.03800201416016)","(-39.60000228881836, -47.25, 1.2100000381469727)","(2.25, 5.25, 60.5)","(-52.20000076293945, 6.150000095367432, 29.03999900817871)","(-43.80000305175781, 77.55000305175781, 14.76200008392334)"
3,2023-08-02 16:07:26.250335,"(4.050000190734863, 42.45000076293945, 61.709999084472656)","(20.700000762939453, 69.75, 84.21599578857422)","(9.450000762939453, 37.35000228881836, 64.85600280761719)","(27.450000762939453, 51.60000228881836, 75.50399780273438)","(14.250000953674316, 45.150001525878906, 82.76399993896484)","(30.600000381469727, 35.25, 87.12000274658203)","(-40.05000305175781, -47.400001525878906, 1.4520000219345093)","(2.1000001430511475, 5.100000381469727, 60.742000579833984)","(-51.60000228881836, 6.750000476837158, 29.52400016784668)","(-42.60000228881836, 78.1500015258789, 15.729999542236328)"
4,2023-08-02 16:07:26.310249,"(4.050000190734863, 42.75, 59.04800033569336)","(21.0, 70.20000457763672, 83.9739990234375)","(9.450000762939453, 38.85000228881836, 65.0979995727539)","(28.500001907348633, 50.250003814697266, 75.26200103759766)","(14.250000953674316, 44.70000076293945, 82.52200317382812)","(31.200000762939453, 35.70000076293945, 83.73200225830078)","(-39.60000228881836, -47.400001525878906, 0.9679999947547913)","(1.9500000476837158, 5.850000381469727, 60.01599884033203)","(-51.45000076293945, 6.300000190734863, 26.86199951171875)","(-43.20000076293945, 78.30000305175781, 13.793999671936035)"
5,2023-08-02 16:07:26.370566,"(4.650000095367432, 42.30000305175781, 56.38600158691406)","(20.400001525878906, 69.9000015258789, 81.7959976196289)","(9.600000381469727, 38.85000228881836, 63.40399932861328)","(27.450000762939453, 50.55000305175781, 74.53600311279297)","(14.850000381469727, 44.85000228881836, 80.8280029296875)","(29.400001525878906, 35.55000305175781, 82.76399993896484)","(-39.150001525878906, -47.70000076293945, -0.7260000109672546)","(1.8000000715255737, 6.450000286102295, 56.869998931884766)","(-51.60000228881836, 6.0, 24.200000762939453)","(-43.20000076293945, 78.45000457763672, 11.857999801635742)"
6,2023-08-02 16:07:26.430352,"(2.5500001907348633, 41.85000228881836, 51.0620002746582)","(19.650001525878906, 69.30000305175781, 78.6500015258789)","(8.25, 38.400001525878906, 59.04800033569336)","(26.100000381469727, 51.000003814697266, 69.21199798583984)","(14.100000381469727, 45.45000076293945, 77.92399597167969)","(27.900001525878906, 33.75, 79.61799621582031)","(-40.35000228881836, -48.45000076293945, -2.9040000438690186)","(1.0500000715255737, 4.800000190734863, 52.75600051879883)","(-53.55000305175781, 5.700000286102295, 20.086000442504883)","(-44.70000076293945, 77.25, 3.1459999084472656)"
7,2023-08-02 16:07:26.514162,"(-1.5, 39.75, 44.04399871826172)","(15.600000381469727, 68.25, 73.80999755859375)","(7.500000476837158, 37.80000305175781, 52.27199935913086)","(23.850000381469727, 49.20000076293945, 64.85600280761719)","(10.65000057220459, 43.35000228881836, 71.63199615478516)","(25.500001907348633, 31.350000381469727, 75.98799896240234)","(-44.400001525878906, -50.400001525878906, -5.808000087738037)","(-2.5500001907348633, 3.3000001907348633, 46.70600128173828)","(-57.750003814697266, 3.0, 15.246000289916992)","(-49.35000228881836, 73.20000457763672, -3.629999876022339)"
8,2023-08-02 16:07:26.580832,"(-8.550000190734863, 35.70000076293945, 36.784000396728516)","(12.0, 65.70000457763672, 68.48600006103516)","(4.350000381469727, 32.85000228881836, 45.49599838256836)","(18.900001525878906, 45.75, 60.742000579833984)","(5.100000381469727, 39.30000305175781, 67.03399658203125)","(21.150001525878906, 28.950000762939453, 67.76000213623047)","(-50.250003814697266, -54.900001525878906, -7.501999855041504)","(-8.40000057220459, -2.1000001430511475, 39.93000030517578)","(-62.400001525878906, -2.5500001907348633, 11.37399959564209)","(-54.900001525878906, 66.60000610351562, -9.437999725341797)"
9,2023-08-02 16:07:26.640227,"(-12.300000190734863, 34.05000305175781, 37.0260009765625)","(6.900000095367432, 63.30000305175781, 67.03399658203125)","(2.4000000953674316, 30.600000381469727, 42.59199905395508)","(16.5, 44.85000228881836, 59.290000915527344)","(2.1000001430511475, 37.35000228881836, 64.61399841308594)","(17.100000381469727, 25.05000114440918, 64.61399841308594)","(-52.35000228881836, -57.150001525878906, -7.986000061035156)","(-12.750000953674316, -4.650000095367432, 38.720001220703125)","(-66.0, -3.3000001907348633, 9.92199993133545)","(-57.900001525878906, 64.6500015258789, -10.406000137329102)"
10,2023-08-02 16:07:26.698686,"(-12.0, 34.35000228881836, 36.784000396728516)","(7.350000381469727, 62.70000076293945, 67.2760009765625)","(2.5500001907348633, 30.150001525878906, 45.012001037597656)","(16.350000381469727, 44.85000228881836, 59.77399826049805)","(2.1000001430511475, 37.650001525878906, 67.03399658203125)","(15.15000057220459, 26.250001907348633, 62.91999816894531)","(-52.80000305175781, -56.70000076293945, -7.986000061035156)","(-13.050000190734863, -4.050000190734863, 37.75199890136719)","(-66.30000305175781, -2.4000000953674316, 10.163999557495117)","(-57.750003814697266, 65.55000305175781, -8.711999893188477)"
11,2023-08-02 16:07:26.760639,"(-13.050000190734863, 34.20000076293945, 37.0260009765625)","(7.050000190734863, 63.150001525878906, 67.2760009765625)","(2.700000047683716, 30.900001525878906, 44.52799987792969)","(15.600000381469727, 45.75, 59.53200149536133)","(1.5, 37.5, 65.58200073242188)","(13.050000190734863, 25.200000762939453, 64.12999725341797)","(-54.000003814697266, -55.650001525878906, -8.470000267028809)","(-12.750000953674316, -4.5, 38.236000061035156)","(-66.75, -2.8500001430511475, 11.616000175476074)","(-58.95000076293945, 65.4000015258789, -10.890000343322754)"
