,Time Stamp,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9,Sensor 10
0,2023-08-02 16:07:50.521335,"(3.1500000953674316, 43.5, 62.43600082397461)","(19.80000114440918, 70.05000305175781, 85.90999603271484)","(8.850000381469727, 38.85000228881836, 67.2760009765625)","(26.850000381469727, 51.45000076293945, 76.47200012207031)","(12.600000381469727, 46.20000076293945, 84.69999694824219)","(30.900001525878906, 36.75, 85.18399810791016)","(-40.05000305175781, -46.05000305175781, 1.4520000219345093)","(1.0500000715255737, 6.600000381469727, 61.22599792480469)","(-52.05000305175781, 7.500000476837158, 30.25)","(-44.55000305175781, 79.05000305175781, 17.423999786376953)"
1,2023-08-02 16:07:50.607016,"(3.0, 43.05000305175781, 62.678001403808594)","(20.25, 70.05000305175781, 84.69999694824219)","(8.550000190734863, 39.0, 66.55000305175781)","(26.55000114440918, 52.05000305175781, 75.98799896240234)","(13.65000057220459, 45.30000305175781, 85.4260025024414)","(28.500001907348633, 36.75, 87.36199951171875)","(-40.80000305175781, -46.80000305175781, 1.694000005722046)","(1.350000023841858, 6.450000286102295, 62.678001403808594)","(-52.05000305175781, 7.950000286102295, 30.97599983215332)","(-44.70000076293945, 78.60000610351562, 15.972000122070312)"
2,2023-08-02 16:07:50.670441,"(2.5500001907348633, 43.20000076293945, 62.678001403808594)","(20.100000381469727, 70.80000305175781, 85.4260025024414)","(9.300000190734863, 39.30000305175781, 66.79199981689453)","(26.100000381469727, 52.35000228881836, 76.47200012207031)","(13.65000057220459, 46.20000076293945, 83.48999786376953)","(30.30000114440918, 35.85000228881836, 86.39399719238281)","(-40.5, -46.05000305175781, 1.694000005722046)","(2.1000001430511475, 6.150000095367432, 62.91999816894531)","(-52.05000305175781, 7.950000286102295, 30.007999420166016)","(-44.25, 78.75, 16.697999954223633)"
3,2023-08-02 16:07:50.700363,"(3.0, 43.05000305175781, 62.194000244140625)","(19.80000114440918, 71.4000015258789, 85.18399810791016)","(8.550000190734863, 39.30000305175781, 66.30799865722656)","(27.000001907348633, 51.45000076293945, 77.197998046875)","(13.950000762939453, 45.45000076293945, 84.69999694824219)","(30.150001525878906, 33.60000228881836, 86.87799835205078)","(-40.5, -46.35000228881836, 1.694000005722046)","(0.6000000238418579, 6.750000476837158, 63.1619987487793)","(-53.250003814697266, 7.350000381469727, 31.218000411987305)","(-44.10000228881836, 79.5, 17.666000366210938)"
4,2023-08-02 16:07:50.759739,"(3.450000047683716, 43.05000305175781, 62.43600082397461)","(20.100000381469727, 70.6500015258789, 85.90999603271484)","(8.850000381469727, 38.55000305175781, 67.51799774169922)","(27.450000762939453, 52.20000076293945, 75.50399780273438)","(12.90000057220459, 46.95000076293945, 84.69999694824219)","(28.500001907348633, 34.05000305175781, 86.63600158691406)","(-40.650001525878906, -46.20000076293945, 1.694000005722046)","(1.350000023841858, 6.450000286102295, 62.194000244140625)","(-52.20000076293945, 8.550000190734863, 30.97599983215332)","(-44.400001525878906, 79.20000457763672, 16.45599937438965)"
5,2023-08-02 16:07:50.820614,"(3.1500000953674316, 43.95000076293945, 62.194000244140625)","(19.950000762939453, 70.6500015258789, 83.9739990234375)","(9.0, 39.75, 66.55000305175781)","(26.850000381469727, 51.60000228881836, 78.16600036621094)","(14.250000953674316, 45.60000228881836, 83.73200225830078)","(29.55000114440918, 36.0, 88.5719985961914)","(-40.20000076293945, -47.400001525878906, 1.694000005722046)","(1.5, 6.450000286102295, 60.98400115966797)","(-53.250003814697266, 7.800000190734863, 30.733999252319336)","(-44.10000228881836, 79.80000305175781, 16.697999954223633)"
6,2023-08-02 16:07:50.880342,"(3.3000001907348633, 43.05000305175781, 61.95199966430664)","(20.850000381469727, 70.35000610351562, 85.18399810791016)","(9.0, 38.85000228881836, 66.06600189208984)","(27.600000381469727, 52.35000228881836, 75.98799896240234)","(13.800000190734863, 45.150001525878906, 84.45800018310547)","(29.55000114440918, 34.95000076293945, 86.1520004272461)","(-40.35000228881836, -46.5, 1.694000005722046)","(1.8000000715255737, 6.900000095367432, 61.95199966430664)","(-52.650001525878906, 7.500000476837158, 30.97599983215332)","(-44.10000228881836, 78.9000015258789, 16.697999954223633)"
7,2023-08-02 16:07:50.940375,"(4.200000286102295, 43.05000305175781, 61.95199966430664)","(20.400001525878906, 70.35000610351562, 84.94200134277344)","(9.300000190734863, 38.25, 67.2760009765625)","(27.450000762939453, 52.05000305175781, 75.98799896240234)","(14.100000381469727, 45.60000228881836, 84.94200134277344)","(27.900001525878906, 35.400001525878906, 87.12000274658203)","(-40.35000228881836, -46.650001525878906, 2.177999973297119)","(1.2000000476837158, 7.050000190734863, 62.194000244140625)","(-51.750003814697266, 7.050000190734863, 30.733999252319336)","(-44.10000228881836, 78.60000610351562, 17.666000366210938)"
8,2023-08-02 16:07:51.000795,"(3.6000001430511475, 43.35000228881836, 61.95199966430664)","(21.0, 70.35000610351562, 85.4260025024414)","(9.0, 38.55000305175781, 66.55000305175781)","(27.000001907348633, 52.650001525878906, 76.2300033569336)","(13.200000762939453, 46.650001525878906, 84.69999694824219)","(28.05000114440918, 35.25, 87.60399627685547)","(-39.75, -46.20000076293945, 1.9359999895095825)","(2.1000001430511475, 6.600000381469727, 61.709999084472656)","(-51.750003814697266, 8.100000381469727, 31.218000411987305)","(-44.25, 78.60000610351562, 16.940000534057617)"
9,2023-08-02 16:07:51.087217,"(3.3000001907348633, 42.900001525878906, 61.46799850463867)","(20.55000114440918, 70.20000457763672, 84.69999694824219)","(9.300000190734863, 39.150001525878906, 66.55000305175781)","(26.700000762939453, 51.150001525878906, 76.2300033569336)","(13.65000057220459, 45.30000305175781, 84.21599578857422)","(27.30000114440918, 36.900001525878906, 89.78199768066406)","(-40.20000076293945, -46.05000305175781, 1.9359999895095825)","(1.8000000715255737, 6.750000476837158, 62.43600082397461)","(-52.35000228881836, 8.100000381469727, 30.733999252319336)","(-43.650001525878906, 78.75, 16.214000701904297)"
