,Time Stamp,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9,Sensor 10
0,2023-08-01 13:05:38.062913,"(33.150001525878906, 63.150001525878906, -1309.4620361328125)","(-6.450000286102295, -6.450000286102295, -5.323999881744385)","(-5.700000286102295, -5.400000095367432, -4.5980000495910645)","(27.600000381469727, 43.5, 75.0199966430664)","(-19.5, 10.200000762939453, 45.49599838256836)","(-2.25, -0.75, 49.61000061035156)","(-18.450000762939453, -29.250001907348633, 37.99399948120117)","(-29.400001525878906, -28.200000762939453, 22.989999771118164)","(-52.80000305175781, -3.0, 30.25)","(-33.75, 52.95000076293945, 20.56999969482422)"
1,2023-08-01 13:05:38.122785,"(33.45000076293945, 62.70000076293945, -1303.4119873046875)","(-6.450000286102295, -6.300000190734863, -5.081999778747559)","(-5.700000286102295, -5.400000095367432, -4.840000152587891)","(26.850000381469727, 43.20000076293945, 75.26200103759766)","(-19.80000114440918, 9.600000381469727, 44.52799987792969)","(-3.6000001430511475, -1.350000023841858, 52.27199935913086)","(-18.450000762939453, -29.400001525878906, 36.29999923706055)","(-30.600000381469727, -28.950000762939453, 24.441999435424805)","(-54.30000305175781, -2.25, 29.281999588012695)","(-34.80000305175781, 53.70000076293945, 21.780000686645508)"
2,2023-08-01 13:05:38.213022,"(33.30000305175781, 62.85000228881836, -1361.7340087890625)","(-6.450000286102295, -6.450000286102295, -5.323999881744385)","(-5.700000286102295, -5.550000190734863, -4.840000152587891)","(26.700000762939453, 44.10000228881836, 74.77799987792969)","(-19.650001525878906, 9.600000381469727, 45.737998962402344)","(-2.700000047683716, -1.8000000715255737, 50.093997955322266)","(-18.900001525878906, -29.250001907348633, 37.268001556396484)","(-30.600000381469727, -28.350000381469727, 25.652000427246094)","(-54.45000076293945, -2.8500001430511475, 31.218000411987305)","(-34.20000076293945, 52.80000305175781, 22.74799919128418)"
3,2023-08-01 13:05:38.272600,"(32.25, 62.70000076293945, -1236.8619384765625)","(-6.150000095367432, -6.300000190734863, -5.323999881744385)","(-5.25, -5.700000286102295, -4.5980000495910645)","(27.900001525878906, 43.5, 75.98799896240234)","(-19.350000381469727, 9.75, 47.189998626708984)","(-3.1500000953674316, -0.75, 47.91600036621094)","(-18.900001525878906, -30.150001525878906, 38.961997985839844)","(-30.30000114440918, -28.500001907348633, 22.74799919128418)","(-54.45000076293945, -3.3000001907348633, 31.70199966430664)","(-35.55000305175781, 53.400001525878906, 23.95800018310547)"
4,2023-08-01 13:05:38.362361,"(31.80000114440918, 62.55000305175781, -1313.8179931640625)","(-6.150000095367432, -6.450000286102295, -5.323999881744385)","(-5.550000190734863, -5.400000095367432, -4.840000152587891)","(26.250001907348633, 42.30000305175781, 77.68199920654297)","(-20.25, 9.450000762939453, 47.91600036621094)","(-3.0, -2.4000000953674316, 51.0620002746582)","(-19.650001525878906, -29.55000114440918, 41.13999938964844)","(-33.60000228881836, -28.950000762939453, 28.31399917602539)","(-55.650001525878906, -4.350000381469727, 33.63800048828125)","(-36.30000305175781, 52.35000228881836, 25.40999984741211)"
5,2023-08-01 13:05:38.392260,"(29.850000381469727, 61.650001525878906, -1255.2540283203125)","(-5.700000286102295, -6.600000381469727, -5.323999881744385)","(-5.700000286102295, -5.550000190734863, -4.5980000495910645)","(25.05000114440918, 43.35000228881836, 78.89199829101562)","(-22.950000762939453, 8.100000381469727, 51.54600143432617)","(-5.25, -1.5, 54.69200134277344)","(-21.30000114440918, -30.600000381469727, 44.04399871826172)","(-33.30000305175781, -30.600000381469727, 31.218000411987305)","(-56.70000076293945, -3.450000047683716, 37.99399948120117)","(-37.95000076293945, 51.30000305175781, 29.766000747680664)"
6,2023-08-01 13:05:38.452062,"(27.900001525878906, 61.650001525878906, -1273.887939453125)","(-6.450000286102295, -6.450000286102295, -5.565999984741211)","(-5.850000381469727, -5.550000190734863, -4.5980000495910645)","(22.80000114440918, 43.05000305175781, 81.7959976196289)","(-24.750001907348633, 9.0, 54.45000076293945)","(-8.100000381469727, -3.450000047683716, 59.290000915527344)","(-24.600000381469727, -30.750001907348633, 46.4640007019043)","(-36.900001525878906, -30.900001525878906, 33.880001068115234)","(-59.10000228881836, -4.800000190734863, 38.720001220703125)","(-41.70000076293945, 49.95000076293945, 33.15399932861328)"
7,2023-08-01 13:05:38.542577,"(25.200000762939453, 61.500003814697266, -1294.4580078125)","(-6.450000286102295, -6.150000095367432, -5.323999881744385)","(-5.550000190734863, -5.550000190734863, -4.840000152587891)","(22.650001525878906, 42.900001525878906, 82.76399993896484)","(-28.05000114440918, 8.850000381469727, 56.62799835205078)","(-11.40000057220459, -5.700000286102295, 59.290000915527344)","(-25.80000114440918, -30.900001525878906, 47.189998626708984)","(-41.10000228881836, -31.05000114440918, 35.332000732421875)","(-61.35000228881836, -4.650000095367432, 41.624000549316406)","(-44.85000228881836, 49.500003814697266, 34.847999572753906)"
8,2023-08-01 13:05:38.572429,"(24.150001525878906, 61.650001525878906, -1317.68994140625)","(-6.300000190734863, -6.150000095367432, -5.081999778747559)","(-5.700000286102295, -5.700000286102295, -4.840000152587891)","(21.450000762939453, 42.150001525878906, 83.9739990234375)","(-28.650001525878906, 7.650000095367432, 57.59600067138672)","(-15.15000057220459, -5.850000381469727, 64.37200164794922)","(-26.850000381469727, -30.600000381469727, 47.67399978637695)","(-43.5, -30.750001907348633, 38.961997985839844)","(-60.45000076293945, -3.6000001430511475, 42.10799789428711)","(-46.20000076293945, 48.900001525878906, 34.847999572753906)"
9,2023-08-01 13:05:38.632995,"(23.100000381469727, 61.35000228881836, -1307.0419921875)","(-6.0, -6.150000095367432, -5.323999881744385)","(-5.850000381469727, -5.700000286102295, -4.5980000495910645)","(19.950000762939453, 42.75, 83.73200225830078)","(-28.80000114440918, 8.100000381469727, 55.902000427246094)","(-16.650001525878906, -6.450000286102295, 61.95199966430664)","(-27.600000381469727, -30.450000762939453, 48.15800094604492)","(-42.60000228881836, -31.80000114440918, 37.99399948120117)","(-61.650001525878906, -4.800000190734863, 41.624000549316406)","(-46.80000305175781, 48.900001525878906, 34.847999572753906)"
