,Time Stamp,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9,Sensor 10
0,2023-08-02 16:01:32.881441,"(3.3000001907348633, 44.400001525878906, 58.56399917602539)","(19.950000762939453, 71.4000015258789, 81.55400085449219)","(9.15000057220459, 40.35000228881836, 63.1619987487793)","(27.900001525878906, 51.900001525878906, 73.56800079345703)","(13.200000762939453, 45.900001525878906, 79.61799621582031)","(27.000001907348633, 36.900001525878906, 84.21599578857422)","(-40.05000305175781, -45.60000228881836, 0.24199999868869781)","(1.350000023841858, 8.100000381469727, 58.07999801635742)","(-52.80000305175781, 8.550000190734863, 27.34600067138672)","(-44.25, 80.55000305175781, 11.857999801635742)"
1,2023-08-02 16:01:32.941632,"(3.0, 44.10000228881836, 58.805999755859375)","(19.05000114440918, 70.80000305175781, 81.55400085449219)","(8.850000381469727, 39.45000076293945, 62.43600082397461)","(26.700000762939453, 51.900001525878906, 73.08399963378906)","(13.800000190734863, 46.5, 81.06999969482422)","(27.150001525878906, 39.60000228881836, 80.10199737548828)","(-41.10000228881836, -45.45000076293945, -0.24199999868869781)","(0.75, 6.600000381469727, 57.59600067138672)","(-53.10000228881836, 8.550000190734863, 26.86199951171875)","(-44.400001525878906, 80.25, 11.857999801635742)"
2,2023-08-02 16:01:33.001219,"(2.700000047683716, 43.80000305175781, 59.04800033569336)","(19.80000114440918, 70.35000610351562, 81.55400085449219)","(9.0, 39.45000076293945, 63.1619987487793)","(27.450000762939453, 52.20000076293945, 72.84200286865234)","(13.200000762939453, 46.35000228881836, 81.55400085449219)","(27.30000114440918, 34.650001525878906, 78.6500015258789)","(-40.95000076293945, -46.5, 0.0)","(-0.15000000596046448, 6.900000095367432, 57.59600067138672)","(-52.80000305175781, 7.650000095367432, 27.34600067138672)","(-44.10000228881836, 80.10000610351562, 11.857999801635742)"
3,2023-08-02 16:01:33.062723,"(2.4000000953674316, 43.650001525878906, 58.56399917602539)","(19.05000114440918, 70.05000305175781, 81.7959976196289)","(9.0, 40.5, 64.12999725341797)","(26.850000381469727, 51.60000228881836, 73.80999755859375)","(13.050000190734863, 44.55000305175781, 82.03800201416016)","(28.350000381469727, 35.85000228881836, 80.34400177001953)","(-40.35000228881836, -45.900001525878906, 0.0)","(0.9000000357627869, 7.350000381469727, 58.07999801635742)","(-52.35000228881836, 8.550000190734863, 27.34600067138672)","(-44.25, 80.25, 11.37399959564209)"
4,2023-08-02 16:01:33.122174,"(3.0, 43.650001525878906, 58.321998596191406)","(19.80000114440918, 71.4000015258789, 82.27999877929688)","(8.700000762939453, 39.60000228881836, 64.12999725341797)","(26.700000762939453, 52.05000305175781, 72.5999984741211)","(13.350000381469727, 46.20000076293945, 80.8280029296875)","(29.400001525878906, 37.5, 84.21599578857422)","(-40.95000076293945, -45.900001525878906, 0.0)","(0.6000000238418579, 7.050000190734863, 57.59600067138672)","(-53.400001525878906, 9.15000057220459, 27.104000091552734)","(-43.80000305175781, 80.4000015258789, 12.583999633789062)"
5,2023-08-02 16:01:33.181501,"(2.8500001430511475, 43.20000076293945, 59.53200149536133)","(19.05000114440918, 70.20000457763672, 81.7959976196289)","(8.850000381469727, 39.30000305175781, 63.88800048828125)","(26.850000381469727, 52.500003814697266, 73.56800079345703)","(13.200000762939453, 46.5, 80.34400177001953)","(28.350000381469727, 36.150001525878906, 82.03800201416016)","(-40.95000076293945, -46.20000076293945, 0.48399999737739563)","(1.5, 7.200000286102295, 57.11199951171875)","(-52.95000076293945, 8.40000057220459, 27.34600067138672)","(-43.80000305175781, 80.10000610351562, 12.100000381469727)"
6,2023-08-02 16:01:33.241852,"(2.700000047683716, 43.5, 57.8380012512207)","(19.80000114440918, 69.75, 81.31199645996094)","(8.40000057220459, 38.85000228881836, 62.91999816894531)","(26.250001907348633, 51.45000076293945, 72.84200286865234)","(13.200000762939453, 45.75, 80.8280029296875)","(29.100000381469727, 34.95000076293945, 83.24800109863281)","(-40.35000228881836, -46.20000076293945, 0.0)","(-0.45000001788139343, 7.200000286102295, 59.77399826049805)","(-52.650001525878906, 7.950000286102295, 26.86199951171875)","(-44.85000228881836, 80.25, 12.583999633789062)"
7,2023-08-02 16:01:33.301869,"(2.4000000953674316, 43.80000305175781, 58.07999801635742)","(19.5, 69.75, 81.31199645996094)","(8.700000762939453, 39.75, 63.88800048828125)","(27.150001525878906, 51.150001525878906, 73.56800079345703)","(13.200000762939453, 45.45000076293945, 80.8280029296875)","(27.450000762939453, 34.20000076293945, 83.48999786376953)","(-40.650001525878906, -46.20000076293945, 0.24199999868869781)","(0.9000000357627869, 6.300000190734863, 58.321998596191406)","(-53.10000228881836, 8.100000381469727, 28.07200050354004)","(-44.85000228881836, 79.20000457763672, 11.616000175476074)"
8,2023-08-02 16:01:33.391339,"(3.1500000953674316, 43.650001525878906, 58.805999755859375)","(19.5, 70.6500015258789, 81.55400085449219)","(8.550000190734863, 39.150001525878906, 63.645999908447266)","(27.30000114440918, 52.20000076293945, 73.08399963378906)","(13.050000190734863, 45.75, 81.55400085449219)","(27.450000762939453, 38.70000076293945, 80.34400177001953)","(-40.5, -45.45000076293945, 0.24199999868869781)","(1.350000023841858, 6.600000381469727, 57.59600067138672)","(-52.20000076293945, 8.40000057220459, 25.893999099731445)","(-44.400001525878906, 79.20000457763672, 12.342000007629395)"
9,2023-08-02 16:01:33.451750,"(2.4000000953674316, 43.05000305175781, 58.07999801635742)","(19.350000381469727, 70.20000457763672, 81.06999969482422)","(8.700000762939453, 39.900001525878906, 64.61399841308594)","(26.400001525878906, 52.20000076293945, 72.84200286865234)","(12.600000381469727, 46.650001525878906, 81.31199645996094)","(29.250001907348633, 34.20000076293945, 82.52200317382812)","(-41.10000228881836, -46.05000305175781, 0.24199999868869781)","(1.0500000715255737, 5.700000286102295, 57.59600067138672)","(-53.250003814697266, 7.800000190734863, 26.86199951171875)","(-44.85000228881836, 80.25, 14.277999877929688)"
