,Time Stamp,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9,Sensor 10
0,2023-08-02 16:04:50.820351,"(3.3000001907348633, 40.5, 60.257999420166016)","(19.80000114440918, 69.60000610351562, 83.24800109863281)","(9.300000190734863, 37.650001525878906, 65.58200073242188)","(27.000001907348633, 50.10000228881836, 73.80999755859375)","(14.250000953674316, 43.650001525878906, 83.00599670410156)","(28.500001907348633, 37.5, 86.39399719238281)","(-39.30000305175781, -48.0, 0.7260000109672546)","(1.350000023841858, 4.800000190734863, 61.709999084472656)","(-52.500003814697266, 5.700000286102295, 29.766000747680664)","(-43.650001525878906, 77.55000305175781, 15.246000289916992)"
1,2023-08-02 16:04:50.880733,"(3.3000001907348633, 41.400001525878906, 61.46799850463867)","(20.700000762939453, 68.55000305175781, 83.9739990234375)","(9.300000190734863, 37.35000228881836, 65.58200073242188)","(27.600000381469727, 50.250003814697266, 75.0199966430664)","(13.500000953674316, 43.95000076293945, 83.48999786376953)","(28.80000114440918, 34.650001525878906, 84.21599578857422)","(-40.05000305175781, -48.0, 0.9679999947547913)","(1.6500000953674316, 4.650000095367432, 60.98400115966797)","(-51.900001525878906, 6.300000190734863, 29.766000747680664)","(-43.80000305175781, 76.5, 15.729999542236328)"
2,2023-08-02 16:04:50.940578,"(3.6000001430511475, 41.10000228881836, 61.22599792480469)","(20.100000381469727, 68.85000610351562, 83.48999786376953)","(9.300000190734863, 36.75, 65.58200073242188)","(28.350000381469727, 50.250003814697266, 74.53600311279297)","(13.950000762939453, 43.80000305175781, 84.21599578857422)","(29.250001907348633, 34.5, 86.39399719238281)","(-40.05000305175781, -48.30000305175781, 1.2100000381469727)","(1.8000000715255737, 3.6000001430511475, 59.53200149536133)","(-52.05000305175781, 5.400000095367432, 30.25)","(-43.95000076293945, 77.10000610351562, 15.003999710083008)"
3,2023-08-02 16:04:50.970532,"(3.6000001430511475, 41.25, 60.98400115966797)","(20.55000114440918, 68.55000305175781, 84.69999694824219)","(9.15000057220459, 37.20000076293945, 64.61399841308594)","(27.150001525878906, 50.250003814697266, 75.26200103759766)","(14.250000953674316, 43.95000076293945, 82.76399993896484)","(28.500001907348633, 34.05000305175781, 84.45800018310547)","(-40.35000228881836, -48.30000305175781, 1.694000005722046)","(1.5, 4.200000286102295, 60.257999420166016)","(-52.80000305175781, 5.25, 29.766000747680664)","(-44.70000076293945, 77.10000610351562, 14.76200008392334)"
4,2023-08-02 16:04:51.030359,"(3.6000001430511475, 41.10000228881836, 60.257999420166016)","(20.400001525878906, 68.4000015258789, 83.48999786376953)","(9.15000057220459, 36.900001525878906, 65.8239974975586)","(26.850000381469727, 50.400001525878906, 75.50399780273438)","(13.65000057220459, 44.25, 83.24800109863281)","(30.450000762939453, 35.25, 83.48999786376953)","(-40.05000305175781, -48.150001525878906, 1.694000005722046)","(1.2000000476837158, 5.100000381469727, 61.709999084472656)","(-51.900001525878906, 5.400000095367432, 30.25)","(-43.80000305175781, 77.10000610351562, 14.519999504089355)"
5,2023-08-02 16:04:51.090532,"(2.5500001907348633, 41.400001525878906, 60.5)","(20.55000114440918, 67.95000457763672, 84.69999694824219)","(9.300000190734863, 37.5, 65.33999633789062)","(28.05000114440918, 49.650001525878906, 75.0199966430664)","(13.65000057220459, 44.400001525878906, 83.00599670410156)","(29.700000762939453, 33.150001525878906, 86.39399719238281)","(-40.35000228881836, -48.900001525878906, 0.7260000109672546)","(1.9500000476837158, 4.350000381469727, 59.53200149536133)","(-51.750003814697266, 5.25, 29.766000747680664)","(-43.80000305175781, 76.95000457763672, 15.972000122070312)"
6,2023-08-02 16:04:51.182034,"(3.750000238418579, 41.400001525878906, 60.5)","(19.5, 69.45000457763672, 83.00599670410156)","(9.15000057220459, 37.05000305175781, 65.58200073242188)","(26.55000114440918, 50.10000228881836, 75.26200103759766)","(14.250000953674316, 44.10000228881836, 83.00599670410156)","(29.55000114440918, 36.45000076293945, 84.94200134277344)","(-40.05000305175781, -47.55000305175781, 1.2100000381469727)","(1.8000000715255737, 4.200000286102295, 59.04800033569336)","(-52.650001525878906, 4.950000286102295, 29.766000747680664)","(-44.400001525878906, 77.70000457763672, 15.48799991607666)"
7,2023-08-02 16:04:51.240800,"(3.3000001907348633, 41.400001525878906, 61.709999084472656)","(19.650001525878906, 69.1500015258789, 83.9739990234375)","(8.700000762939453, 37.20000076293945, 65.8239974975586)","(27.150001525878906, 49.80000305175781, 74.77799987792969)","(13.950000762939453, 44.25, 83.9739990234375)","(27.450000762939453, 35.400001525878906, 84.94200134277344)","(-39.60000228881836, -48.30000305175781, 1.4520000219345093)","(0.45000001788139343, 4.5, 60.257999420166016)","(-51.60000228881836, 5.25, 29.52400016784668)","(-44.10000228881836, 77.70000457763672, 15.246000289916992)"
8,2023-08-02 16:04:51.327397,"(3.6000001430511475, 40.650001525878906, 60.257999420166016)","(19.350000381469727, 69.60000610351562, 83.9739990234375)","(9.15000057220459, 37.650001525878906, 67.03399658203125)","(27.600000381469727, 49.35000228881836, 75.50399780273438)","(13.800000190734863, 44.400001525878906, 82.52200317382812)","(27.150001525878906, 35.400001525878906, 84.21599578857422)","(-40.650001525878906, -48.60000228881836, 1.2100000381469727)","(0.30000001192092896, 4.650000095367432, 61.709999084472656)","(-52.20000076293945, 5.850000381469727, 30.007999420166016)","(-44.10000228881836, 77.10000610351562, 14.519999504089355)"
9,2023-08-02 16:04:51.361028,"(3.450000047683716, 41.400001525878906, 60.742000579833984)","(19.5, 69.30000305175781, 83.24800109863281)","(9.0, 37.650001525878906, 65.0979995727539)","(26.850000381469727, 50.55000305175781, 75.98799896240234)","(14.100000381469727, 44.70000076293945, 82.76399993896484)","(27.750001907348633, 34.5, 83.48999786376953)","(-40.05000305175781, -48.30000305175781, 1.2100000381469727)","(1.5, 4.5, 60.257999420166016)","(-52.05000305175781, 5.400000095367432, 28.31399917602539)","(-43.80000305175781, 77.25, 15.003999710083008)"
