,Time Stamp,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9,Sensor 10
0,2023-08-02 16:05:25.949883,"(4.5, 41.55000305175781, 60.742000579833984)","(20.700000762939453, 69.60000610351562, 83.48999786376953)","(9.600000381469727, 38.10000228881836, 65.58200073242188)","(27.150001525878906, 50.55000305175781, 73.80999755859375)","(14.100000381469727, 44.55000305175781, 82.76399993896484)","(30.150001525878906, 32.70000076293945, 88.81400299072266)","(-39.150001525878906, -47.400001525878906, 0.48399999737739563)","(2.4000000953674316, 5.400000095367432, 58.56399917602539)","(-51.150001525878906, 6.600000381469727, 28.31399917602539)","(-43.80000305175781, 77.70000457763672, 14.76200008392334)"
1,2023-08-02 16:05:26.010942,"(4.350000381469727, 42.30000305175781, 60.98400115966797)","(20.700000762939453, 69.30000305175781, 82.76399993896484)","(9.450000762939453, 38.25, 65.0979995727539)","(28.200000762939453, 50.55000305175781, 74.77799987792969)","(14.550000190734863, 45.0, 82.27999877929688)","(29.700000762939453, 33.45000076293945, 85.18399810791016)","(-38.85000228881836, -47.10000228881836, 1.2100000381469727)","(2.1000001430511475, 4.650000095367432, 58.805999755859375)","(-52.35000228881836, 6.150000095367432, 29.766000747680664)","(-43.20000076293945, 77.25, 14.76200008392334)"
2,2023-08-02 16:05:26.070587,"(4.350000381469727, 41.55000305175781, 59.77399826049805)","(21.0, 70.20000457763672, 84.21599578857422)","(9.450000762939453, 38.10000228881836, 65.33999633789062)","(28.80000114440918, 50.85000228881836, 74.53600311279297)","(14.700000762939453, 45.0, 82.52200317382812)","(31.500001907348633, 35.55000305175781, 83.24800109863281)","(-38.400001525878906, -46.80000305175781, 0.9679999947547913)","(1.8000000715255737, 6.450000286102295, 59.53200149536133)","(-51.30000305175781, 6.150000095367432, 29.281999588012695)","(-42.75, 78.60000610351562, 14.277999877929688)"
3,2023-08-02 16:05:26.130431,"(4.800000190734863, 42.45000076293945, 59.77399826049805)","(21.150001525878906, 69.30000305175781, 83.9739990234375)","(9.75, 37.95000076293945, 64.61399841308594)","(27.750001907348633, 51.60000228881836, 74.052001953125)","(15.000000953674316, 45.75, 83.24800109863281)","(28.950000762939453, 34.35000228881836, 83.24800109863281)","(-39.75, -46.95000076293945, 0.0)","(1.8000000715255737, 4.950000286102295, 59.290000915527344)","(-51.45000076293945, 6.750000476837158, 27.58799934387207)","(-42.150001525878906, 78.60000610351562, 13.552000045776367)"
4,2023-08-02 16:05:26.251140,"(4.200000286102295, 41.85000228881836, 60.01599884033203)","(21.30000114440918, 69.45000457763672, 83.48999786376953)","(9.450000762939453, 38.25, 64.61399841308594)","(27.900001525878906, 51.150001525878906, 74.53600311279297)","(13.500000953674316, 44.85000228881836, 82.03800201416016)","(28.80000114440918, 35.85000228881836, 85.18399810791016)","(-39.150001525878906, -47.70000076293945, 0.9679999947547913)","(1.9500000476837158, 6.300000190734863, 59.04800033569336)","(-51.45000076293945, 7.050000190734863, 28.07200050354004)","(-43.5, 78.0, 14.76200008392334)"
5,2023-08-02 16:05:26.280961,"(4.5, 42.150001525878906, 59.77399826049805)","(20.25, 69.0, 82.52200317382812)","(9.600000381469727, 38.10000228881836, 65.33999633789062)","(27.900001525878906, 50.55000305175781, 74.77799987792969)","(15.000000953674316, 45.150001525878906, 83.48999786376953)","(28.80000114440918, 35.70000076293945, 79.86000061035156)","(-39.150001525878906, -47.55000305175781, 0.7260000109672546)","(3.6000001430511475, 4.650000095367432, 59.290000915527344)","(-51.30000305175781, 6.150000095367432, 29.52400016784668)","(-43.05000305175781, 77.85000610351562, 13.309999465942383)"
6,2023-08-02 16:05:26.310460,"(3.9000000953674316, 42.45000076293945, 60.98400115966797)","(20.700000762939453, 68.70000457763672, 83.48999786376953)","(9.450000762939453, 37.95000076293945, 65.58200073242188)","(28.200000762939453, 49.500003814697266, 74.052001953125)","(14.100000381469727, 44.70000076293945, 82.27999877929688)","(30.000001907348633, 34.05000305175781, 86.39399719238281)","(-39.150001525878906, -47.70000076293945, 0.7260000109672546)","(1.6500000953674316, 5.100000381469727, 58.07999801635742)","(-52.20000076293945, 6.0, 28.31399917602539)","(-42.900001525878906, 76.95000457763672, 14.03600025177002)"
7,2023-08-02 16:05:26.397432,"(3.6000001430511475, 41.70000076293945, 60.257999420166016)","(19.80000114440918, 69.45000457763672, 83.24800109863281)","(9.15000057220459, 38.25, 65.0979995727539)","(27.900001525878906, 51.000003814697266, 74.29399871826172)","(14.100000381469727, 45.150001525878906, 82.76399993896484)","(28.80000114440918, 36.0, 86.1520004272461)","(-39.75, -48.0, 0.7260000109672546)","(2.1000001430511475, 4.5, 58.07999801635742)","(-51.750003814697266, 6.750000476837158, 27.58799934387207)","(-43.650001525878906, 77.4000015258789, 14.277999877929688)"
8,2023-08-02 16:05:26.460880,"(4.050000190734863, 41.10000228881836, 59.77399826049805)","(20.400001525878906, 69.0, 83.24800109863281)","(9.300000190734863, 37.95000076293945, 65.0979995727539)","(27.000001907348633, 50.250003814697266, 74.77799987792969)","(13.350000381469727, 43.650001525878906, 82.52200317382812)","(30.000001907348633, 34.650001525878906, 84.69999694824219)","(-40.80000305175781, -47.70000076293945, 0.9679999947547913)","(1.6500000953674316, 4.050000190734863, 61.22599792480469)","(-52.500003814697266, 6.300000190734863, 27.58799934387207)","(-43.95000076293945, 76.95000457763672, 12.826000213623047)"
9,2023-08-02 16:05:26.521741,"(3.450000047683716, 41.25, 60.01599884033203)","(20.100000381469727, 68.70000457763672, 82.52200317382812)","(9.15000057220459, 37.20000076293945, 64.37200164794922)","(28.05000114440918, 50.250003814697266, 74.53600311279297)","(12.300000190734863, 43.95000076293945, 82.52200317382812)","(30.150001525878906, 34.80000305175781, 85.4260025024414)","(-40.20000076293945, -47.70000076293945, 0.48399999737739563)","(0.9000000357627869, 4.200000286102295, 60.257999420166016)","(-51.45000076293945, 5.700000286102295, 28.555999755859375)","(-44.10000228881836, 76.35000610351562, 13.067999839782715)"
10,2023-08-02 16:05:26.581288,"(3.750000238418579, 40.95000076293945, 60.742000579833984)","(19.950000762939453, 69.1500015258789, 82.52200317382812)","(9.15000057220459, 37.80000305175781, 66.30799865722656)","(27.150001525878906, 50.250003814697266, 74.53600311279297)","(12.600000381469727, 44.400001525878906, 82.76399993896484)","(28.650001525878906, 34.20000076293945, 83.00599670410156)","(-40.20000076293945, -48.45000076293945, 1.2100000381469727)","(0.75, 4.800000190734863, 59.290000915527344)","(-52.500003814697266, 5.400000095367432, 28.07200050354004)","(-44.55000305175781, 76.80000305175781, 14.03600025177002)"
11,2023-08-02 16:05:26.610208,"(3.6000001430511475, 41.25, 60.257999420166016)","(20.700000762939453, 68.70000457763672, 83.24800109863281)","(9.15000057220459, 37.5, 65.0979995727539)","(27.750001907348633, 50.10000228881836, 73.80999755859375)","(13.200000762939453, 44.10000228881836, 82.03800201416016)","(27.150001525878906, 34.05000305175781, 83.73200225830078)","(-39.900001525878906, -48.30000305175781, 0.9679999947547913)","(1.5, 4.350000381469727, 58.805999755859375)","(-51.750003814697266, 5.400000095367432, 28.31399917602539)","(-44.85000228881836, 76.80000305175781, 13.793999671936035)"
12,2023-08-02 16:05:26.670615,"(3.750000238418579, 41.70000076293945, 59.53200149536133)","(19.350000381469727, 68.70000457763672, 82.76399993896484)","(9.0, 36.75, 64.37200164794922)","(26.700000762939453, 49.500003814697266, 74.052001953125)","(13.800000190734863, 43.95000076293945, 82.03800201416016)","(28.500001907348633, 33.45000076293945, 84.69999694824219)","(-40.35000228881836, -48.150001525878906, 0.9679999947547913)","(1.0500000715255737, 4.200000286102295, 59.04800033569336)","(-52.500003814697266, 5.100000381469727, 29.281999588012695)","(-44.85000228881836, 75.9000015258789, 12.826000213623047)"
13,2023-08-02 16:05:26.731037,"(3.6000001430511475, 41.70000076293945, 60.257999420166016)","(19.80000114440918, 68.10000610351562, 83.48999786376953)","(9.15000057220459, 37.650001525878906, 64.12999725341797)","(27.150001525878906, 50.250003814697266, 74.77799987792969)","(13.65000057220459, 44.10000228881836, 83.73200225830078)","(28.80000114440918, 34.80000305175781, 81.7959976196289)","(-40.20000076293945, -48.0, 0.48399999737739563)","(1.0500000715255737, 4.950000286102295, 60.257999420166016)","(-52.95000076293945, 5.25, 27.829999923706055)","(-44.55000305175781, 77.10000610351562, 13.793999671936035)"
14,2023-08-02 16:05:26.790757,"(3.3000001907348633, 41.85000228881836, 60.5)","(20.700000762939453, 69.0, 83.24800109863281)","(8.850000381469727, 37.5, 64.12999725341797)","(27.30000114440918, 50.55000305175781, 74.29399871826172)","(13.050000190734863, 44.70000076293945, 82.52200317382812)","(26.55000114440918, 34.20000076293945, 83.9739990234375)","(-40.5, -48.150001525878906, 0.9679999947547913)","(0.45000001788139343, 4.650000095367432, 60.01599884033203)","(-52.95000076293945, 5.100000381469727, 29.281999588012695)","(-44.55000305175781, 77.25, 13.793999671936035)"
15,2023-08-02 16:05:26.850586,"(3.750000238418579, 41.70000076293945, 59.77399826049805)","(18.900001525878906, 68.4000015258789, 83.00599670410156)","(8.550000190734863, 37.650001525878906, 63.1619987487793)","(26.250001907348633, 50.250003814697266, 73.80999755859375)","(12.750000953674316, 43.5, 81.55400085449219)","(24.900001525878906, 31.80000114440918, 81.55400085449219)","(-40.35000228881836, -47.85000228881836, 0.48399999737739563)","(0.30000001192092896, 4.5, 58.321998596191406)","(-52.35000228881836, 5.850000381469727, 28.31399917602539)","(-45.30000305175781, 78.0, 11.857999801635742)"
16,2023-08-02 16:05:26.910583,"(1.9500000476837158, 42.45000076293945, 59.77399826049805)","(18.75, 70.05000305175781, 84.21599578857422)","(8.100000381469727, 37.650001525878906, 64.12999725341797)","(26.700000762939453, 51.900001525878906, 74.53600311279297)","(12.750000953674316, 44.85000228881836, 83.24800109863281)","(28.650001525878906, 32.85000228881836, 83.9739990234375)","(-41.55000305175781, -46.80000305175781, 0.48399999737739563)","(-0.30000001192092896, 6.450000286102295, 58.07999801635742)","(-53.400001525878906, 6.600000381469727, 28.07200050354004)","(-46.5, 77.85000610351562, 13.309999465942383)"
17,2023-08-02 16:05:26.970587,"(0.9000000357627869, 43.20000076293945, 57.59600067138672)","(18.75, 69.9000015258789, 82.52200317382812)","(8.100000381469727, 38.70000076293945, 62.91999816894531)","(25.200000762939453, 50.85000228881836, 74.29399871826172)","(11.40000057220459, 45.0, 81.31199645996094)","(25.200000762939453, 35.400001525878906, 82.03800201416016)","(-42.75, -46.650001525878906, 0.24199999868869781)","(-1.0500000715255737, 6.300000190734863, 58.07999801635742)","(-55.05000305175781, 7.050000190734863, 26.378000259399414)","(-48.0, 79.20000457763672, 10.163999557495117)"
18,2023-08-02 16:05:27.087762,"(-1.350000023841858, 45.60000228881836, 55.417999267578125)","(16.650001525878906, 71.25, 81.06999969482422)","(6.750000476837158, 40.20000076293945, 61.95199966430664)","(23.400001525878906, 52.35000228881836, 72.35800170898438)","(9.600000381469727, 47.25, 80.58599853515625)","(23.400001525878906, 38.85000228881836, 84.69999694824219)","(-45.45000076293945, -44.85000228881836, -1.4520000219345093)","(-4.200000286102295, 8.550000190734863, 54.20800018310547)","(-58.20000076293945, 9.0, 24.200000762939453)","(-51.900001525878906, 80.55000305175781, 7.986000061035156)"
19,2023-08-02 16:05:27.121366,"(-10.5, 47.400001525878906, 48.15800094604492)","(10.050000190734863, 72.30000305175781, 77.92399597167969)","(2.700000047683716, 42.30000305175781, 57.354000091552734)","(17.400001525878906, 53.70000076293945, 68.24400329589844)","(2.5500001907348633, 48.30000305175781, 75.98799896240234)","(16.80000114440918, 38.25, 75.98799896240234)","(-53.10000228881836, -44.85000228881836, -3.629999876022339)","(-14.850000381469727, 7.500000476837158, 50.81999969482422)","(-65.4000015258789, 8.700000762939453, 18.875999450683594)","(-63.60000228881836, 78.75, 1.694000005722046)"
20,2023-08-02 16:05:27.180448,"(-35.10000228881836, 36.900001525878906, 35.09000015258789)","(-7.200000286102295, 68.25, 70.18000030517578)","(-8.100000381469727, 35.10000228881836, 45.012001037597656)","(3.750000238418579, 48.150001525878906, 61.95199966430664)","(-13.800000190734863, 41.25, 68.00199890136719)","(-7.950000286102295, 32.25, 67.76000213623047)","(-71.70000457763672, -55.650001525878906, -7.74399995803833)","(-36.0, -3.0, 41.86600112915039)","(-84.1500015258789, -3.1500000953674316, 10.890000343322754)","(-90.1500015258789, 57.900001525878906, -11.37399959564209)"
21,2023-08-02 16:05:27.241594,"(-49.650001525878906, 32.10000228881836, 31.70199966430664)","(-16.950000762939453, 60.60000228881836, 62.91999816894531)","(-14.700000762939453, 26.250001907348633, 38.236000061035156)","(-4.5, 43.650001525878906, 57.8380012512207)","(-24.150001525878906, 32.70000076293945, 62.678001403808594)","(-18.900001525878906, 15.600000381469727, 58.07999801635742)","(-79.6500015258789, -60.30000305175781, -9.196000099182129)","(-48.30000305175781, -13.500000953674316, 33.63800048828125)","(-90.60000610351562, -6.300000190734863, 8.470000267028809)","(-97.35000610351562, 51.150001525878906, -16.45599937438965)"
22,2023-08-02 16:05:27.301409,"(-50.250003814697266, 31.200000762939453, 34.36399841308594)","(-17.850000381469727, 60.750003814697266, 64.61399841308594)","(-14.850000381469727, 24.750001907348633, 39.6879997253418)","(-5.400000095367432, 43.95000076293945, 59.290000915527344)","(-24.30000114440918, 33.45000076293945, 63.645999908447266)","(-20.700000762939453, 17.55000114440918, 59.77399826049805)","(-79.35000610351562, -60.000003814697266, -8.470000267028809)","(-47.55000305175781, -13.350000381469727, 35.09000015258789)","(-90.1500015258789, -7.200000286102295, 10.64799976348877)","(-97.80000305175781, 50.85000228881836, -13.793999671936035)"
23,2023-08-02 16:05:27.360631,"(-47.10000228881836, 31.650001525878906, 35.332000732421875)","(-16.5, 61.20000076293945, 66.55000305175781)","(-14.40000057220459, 25.650001525878906, 39.93000030517578)","(-3.6000001430511475, 44.55000305175781, 61.46799850463867)","(-23.700000762939453, 33.30000305175781, 64.12999725341797)","(-18.900001525878906, 15.15000057220459, 60.257999420166016)","(-78.30000305175781, -60.000003814697266, -8.470000267028809)","(-46.95000076293945, -13.350000381469727, 37.99399948120117)","(-89.25, -7.200000286102295, 11.857999801635742)","(-96.0, 51.60000228881836, -10.64799976348877)"
24,2023-08-02 16:05:27.420716,"(-47.25, 31.200000762939453, 36.29999923706055)","(-15.450000762939453, 60.60000228881836, 66.30799865722656)","(-14.40000057220459, 24.0, 41.86600112915039)","(-4.050000190734863, 43.5, 60.742000579833984)","(-21.75, 33.45000076293945, 64.12999725341797)","(-18.30000114440918, 18.75, 64.12999725341797)","(-78.30000305175781, -60.45000076293945, -8.227999687194824)","(-46.05000305175781, -13.050000190734863, 36.54199981689453)","(-90.30000305175781, -7.350000381469727, 11.37399959564209)","(-96.45000457763672, 51.30000305175781, -11.131999969482422)"
25,2023-08-02 16:05:27.510476,"(-47.400001525878906, 30.900001525878906, 35.57400131225586)","(-16.5, 61.650001525878906, 66.79199981689453)","(-13.65000057220459, 24.750001907348633, 41.624000549316406)","(-4.050000190734863, 44.10000228881836, 58.805999755859375)","(-22.80000114440918, 32.85000228881836, 65.0979995727539)","(-18.900001525878906, 17.25, 59.04800033569336)","(-78.0, -60.60000228881836, -7.986000061035156)","(-46.05000305175781, -13.65000057220459, 36.29999923706055)","(-89.70000457763672, -6.300000190734863, 12.100000381469727)","(-96.60000610351562, 51.30000305175781, -10.64799976348877)"
26,2023-08-02 16:05:27.540713,"(-47.85000228881836, 30.900001525878906, 36.54199981689453)","(-15.90000057220459, 61.650001525878906, 66.30799865722656)","(-13.800000190734863, 25.500001907348633, 41.86600112915039)","(-3.750000238418579, 42.900001525878906, 61.46799850463867)","(-23.25, 32.85000228881836, 65.8239974975586)","(-16.5, 17.25, 60.742000579833984)","(-77.85000610351562, -60.000003814697266, -7.986000061035156)","(-46.35000228881836, -13.200000762939453, 37.99399948120117)","(-89.4000015258789, -6.600000381469727, 11.37399959564209)","(-95.85000610351562, 51.000003814697266, -11.616000175476074)"
27,2023-08-02 16:05:27.628910,"(-47.25, 30.900001525878906, 35.81599807739258)","(-16.5, 60.60000228881836, 67.51799774169922)","(-14.100000381469727, 25.500001907348633, 42.59199905395508)","(-3.450000047683716, 43.05000305175781, 60.98400115966797)","(-23.100000381469727, 32.70000076293945, 65.8239974975586)","(-18.600000381469727, 17.400001525878906, 60.01599884033203)","(-77.4000015258789, -60.000003814697266, -8.227999687194824)","(-45.900001525878906, -12.450000762939453, 37.99399948120117)","(-89.55000305175781, -6.450000286102295, 10.890000343322754)","(-95.55000305175781, 51.45000076293945, -10.163999557495117)"
28,2023-08-02 16:05:27.690549,"(-46.650001525878906, 30.000001907348633, 36.05799865722656)","(-16.200000762939453, 60.750003814697266, 67.51799774169922)","(-13.950000762939453, 25.05000114440918, 42.349998474121094)","(-3.450000047683716, 43.95000076293945, 59.04800033569336)","(-23.25, 33.45000076293945, 65.33999633789062)","(-18.150001525878906, 17.100000381469727, 59.77399826049805)","(-77.4000015258789, -60.60000228881836, -7.74399995803833)","(-45.45000076293945, -13.65000057220459, 37.5099983215332)","(-89.4000015258789, -7.050000190734863, 10.406000137329102)","(-95.85000610351562, 51.30000305175781, -10.163999557495117)"
29,2023-08-02 16:05:27.751594,"(-47.25, 30.600000381469727, 36.29999923706055)","(-15.750000953674316, 61.20000076293945, 67.03399658203125)","(-13.65000057220459, 24.450000762939453, 43.560001373291016)","(-3.450000047683716, 44.10000228881836, 60.98400115966797)","(-22.5, 32.85000228881836, 65.58200073242188)","(-16.80000114440918, 17.400001525878906, 63.40399932861328)","(-78.1500015258789, -60.900001525878906, -7.986000061035156)","(-45.75, -12.600000381469727, 39.6879997253418)","(-89.85000610351562, -6.450000286102295, 11.616000175476074)","(-95.85000610351562, 51.30000305175781, -9.92199993133545)"
30,2023-08-02 16:05:27.810639,"(-46.20000076293945, 30.900001525878906, 37.0260009765625)","(-15.600000381469727, 60.900001525878906, 67.2760009765625)","(-13.350000381469727, 25.200000762939453, 42.10799789428711)","(-3.3000001907348633, 43.650001525878906, 60.98400115966797)","(-22.950000762939453, 33.60000228881836, 65.8239974975586)","(-17.400001525878906, 16.200000762939453, 63.645999908447266)","(-76.80000305175781, -60.000003814697266, -7.74399995803833)","(-45.60000228881836, -12.15000057220459, 37.99399948120117)","(-88.80000305175781, -5.850000381469727, 11.857999801635742)","(-96.45000457763672, 52.35000228881836, -8.711999893188477)"
31,2023-08-02 16:05:27.870349,"(-45.60000228881836, 31.650001525878906, 38.236000061035156)","(-15.450000762939453, 61.80000305175781, 67.76000213623047)","(-13.200000762939453, 25.650001525878906, 44.2859992980957)","(-3.6000001430511475, 43.35000228881836, 61.22599792480469)","(-22.05000114440918, 34.20000076293945, 66.55000305175781)","(-16.950000762939453, 18.75, 62.91999816894531)","(-77.70000457763672, -59.250003814697266, -6.776000022888184)","(-45.45000076293945, -11.850000381469727, 37.99399948120117)","(-89.4000015258789, -6.150000095367432, 11.857999801635742)","(-95.55000305175781, 53.10000228881836, -7.501999855041504)"
